"","date","total_cases","new_cases","total_deaths","new_deaths","reproduction_rate","people_vaccinated","population"
"1",2020-01-01,0,0,0,0,NA,0,173014444
"2",2020-01-02,0,0,0,0,NA,0,173014444
"3",2020-01-03,0,0,0,0,NA,0,173014444
"4",2020-01-04,0,0,0,0,NA,0,244711468
"5",2020-01-05,0,0,0,0,NA,0,244711468
"6",2020-01-06,0,0,0,0,NA,0,247888186
"7",2020-01-07,0,0,0,0,NA,0,244711468
"8",2020-01-08,0,0,0,0,NA,0,244711468
"9",2020-01-09,0,0,0,0,NA,0,244711468
"10",2020-01-10,0,0,0,0,NA,0,244711468
"11",2020-01-11,0,0,0,0,NA,0,244711468
"12",2020-01-12,0,0,0,0,NA,0,244711468
"13",2020-01-13,0,0,0,0,NA,0,244711468
"14",2020-01-14,0,0,0,0,NA,0,244711468
"15",2020-01-15,0,0,0,0,NA,0,244711468
"16",2020-01-16,0,0,0,0,NA,0,268604864
"17",2020-01-17,0,0,0,0,NA,0,268604864
"18",2020-01-18,0,0,0,0,NA,0,271781582
"19",2020-01-19,0,0,0,0,NA,0,268604864
"20",2020-01-20,0,0,0,0,NA,0,268604864
"21",2020-01-21,0,0,0,0,NA,0,268604864
"22",2020-01-22,557,0,17,0,NA,0,2209244764
"23",2020-01-23,657,100,18,1,3.07,0,2359011833
"24",2020-01-24,944,287,26,8,3.29,0,2460763049
"25",2020-01-25,1437,493,42,16,3.5,0,2491310635
"26",2020-01-26,2120,683,56,14,3.59,0,2517488045
"27",2020-01-27,2929,809,82,26,3.65,0,2639457886
"28",2020-01-28,5580,2651,131,49,3.66,0,2639457886
"29",2020-01-29,6169,589,133,2,3.29,0,2654439769
"30",2020-01-30,8237,2068,172,39,3.05,0,4255610602
"31",2020-01-31,9927,1690,214,42,2.82,0,4459361386
"32",2020-02-01,12038,2111,260,46,2.68,0,4517469367
"33",2020-02-02,16787,4749,364,104,2.59,0,4525471469
"34",2020-02-03,19887,3100,428,64,2.35,0,4528251941
"35",2020-02-04,23899,4012,494,66,2.1,0,4539907864
"36",2020-02-05,27644,3745,566,72,1.97,0,4541233928
"37",2020-02-06,30806,3162,636,70,1.73,0,4541233928
"38",2020-02-07,34339,3533,721,85,1.61,0,4638585788
"39",2020-02-08,37070,2731,808,87,1.49,0,4638585788
"40",2020-02-09,40098,3028,908,100,1.41,0,4638585788
"41",2020-02-10,42636,2538,1015,107,1.4,0,4638585788
"42",2020-02-11,44679,2043,1115,100,1.41,0,4638585788
"43",2020-02-12,45057,378,1120,5,1.57,0,4646518367
"44",2020-02-13,60209,15152,1373,253,1.8,0,4638585788
"45",2020-02-14,66694,6485,1525,152,1.52,0,4749575884
"46",2020-02-15,68770,2076,1668,143,1.2,0,4749575884
"47",2020-02-16,70883,2113,1772,104,0.95,0,4749575884
"48",2020-02-17,72819,1936,1870,98,0.78,0,4767419798
"49",2020-02-18,74613,1794,2010,140,0.63,0,4767419798
"50",2020-02-19,75034,421,2125,115,0.54,0,4855970366
"51",2020-02-20,75582,548,2248,123,0.42,0,4865419366
"52",2020-02-21,76212,630,2252,4,3.04,0,4870909110
"53",2020-02-22,77974,1762,2460,208,1.28,0,4870909110
"54",2020-02-23,78299,325,2470,10,1.16,0,4890512846
"55",2020-02-24,78867,568,2630,160,2.275,0,4987102766
"56",2020-02-25,79721,854,2710,80,2.125,0,5292383625
"57",2020-02-26,80679,959,2770,60,2.08,0,5555885233
"58",2020-02-27,82023,1344,2813,43,3.1,0,5573449253
"59",2020-02-28,83447,1424,2870,57,2.82,0,5824400069
"60",2020-02-29,85318,1871,2940,70,2.53,0,5834039143
"61",2020-03-01,87697,2379,2994,54,2.35,0,5899540303
"62",2020-03-02,89677,1980,3084,90,2.455,0,6211530314
"63",2020-03-03,92288,2611,3158,74,2.575,0,6272485237
"64",2020-03-04,94610,2322,3254,96,2.525,0,6340484690
"65",2020-03-05,97321,2711,3349,95,2.58,0,6349501589
"66",2020-03-06,101251,3930,3463,114,2.58,0,6528974787
"67",2020-03-07,105382,4131,3567,104,2.505,0,6541221532
"68",2020-03-08,109236,3854,3809,242,2.47,0,6723882653
"69",2020-03-09,113559,4323,4003,194,2.47,0,6728740237
"70",2020-03-10,118345,4786,4278,275,2.395,0,6754812374
"71",2020-03-11,125821,7504,4629,351,2.3,0,6992808740
"72",2020-03-12,132577,6756,4950,321,2.22,0,7005001448
"73",2020-03-13,145771,13194,5453,503,2.3,0,7212510964
"74",2020-03-14,156659,10888,5879,426,2.265,0,7303365291
"75",2020-03-15,167892,11233,6545,666,1.98,0,7351324568
"76",2020-03-16,182459,14567,7260,715,1.995,0,7448239175
"77",2020-03-17,197633,15174,8111,851,1.995,0,7457156588
"78",2020-03-18,215187,17554,9065,954,2.01,0,7486229621
"79",2020-03-19,242274,27087,10207,1144,2,0,7520341945
"80",2020-03-20,271804,29532,11782,1575,1.96,0,7707026504
"81",2020-03-21,304231,32433,13589,1808,1.96,0,7757960133
"82",2020-03-22,338409,34178,15419,1830,1.935,0,7814594410
"83",2020-03-23,380960,42551,17515,2096,1.87,0,7818169695
"84",2020-03-24,422833,41888,19939,2424,1.755,0,7825798651
"85",2020-03-25,474313,51480,22910,2971,1.68,0,7850545510
"86",2020-03-26,535123,60810,26163,3256,1.67,0,7850545510
"87",2020-03-27,599036,63913,29801,3638,1.62,0,7904724822
"88",2020-03-28,668598,69562,33850,4049,1.575,0,7904817757
"89",2020-03-29,725101,56503,37669,3819,1.51,0,7925223075
"90",2020-03-30,790104,65003,42037,4368,1.44,0,7927853375
"91",2020-03-31,868543,78439,47205,5168,1.43,0,7949348681
"92",2020-04-01,954859,86316,53846,6641,1.38,0,7949348681
"93",2020-04-02,1037272,82414,60088,6242,1.35,0,7975445149
"94",2020-04-03,1121466,84194,66588,6500,1.32,0,7975445149
"95",2020-04-04,1181545,77156,72947,6591,1.29,0,7975498524
"96",2020-04-05,1253241,71696,78867,5920,1.265,0,7986417581
"97",2020-04-06,1327911,74670,85294,6427,1.235,0,7986644974
"98",2020-04-07,1396843,72426,93810,8516,1.2,0,7986644974
"99",2020-04-08,1478996,82153,101029,7219,1.19,0,7986644974
"100",2020-04-09,1566157,87161,109182,8153,1.18,0,7986644974
"101",2020-04-10,1652578,86421,116922,7740,1.16,0,8020341586
"102",2020-04-11,1728062,75484,123904,6982,1.125,0,8020341586
"103",2020-04-12,1846622,118581,130418,6514,1.11,0,8020341586
"104",2020-04-13,1918446,71824,136930,6512,1.13,0,8020341586
"105",2020-04-14,2003049,84603,144285,7357,1.105,0,8020341586
"106",2020-04-15,2081308,78259,153050,8765,1.115,0,8020341586
"107",2020-04-16,2175762,94454,160758,7708,1.105,0,8020341586
"108",2020-04-17,2263625,87863,169644,7591,1.075,0,8020341586
"109",2020-04-18,2341844,78220,176072,6428,1.06,0,8020341586
"110",2020-04-19,2418159,76315,182171,6099,1.055,0,8020341586
"111",2020-04-20,2494640,76481,188682,6511,1.03,0,8020341586
"112",2020-04-21,2570717,76077,195879,7197,1,0,8020341586
"113",2020-04-22,2652731,82014,203154,7275,0.995,0,8020341586
"114",2020-04-23,2735412,84390,210426,7272,0.98,0,8020341586
"115",2020-04-24,2818980,93602,217260,6835,0.985,0,8020341586
"116",2020-04-25,2902129,83149,223308,6048,0.96,0,8020341586
"117",2020-04-26,2972890,70762,228126,4818,0.95,0,8020341586
"118",2020-04-27,3043916,71026,233571,5445,0.95,0,8020341586
"119",2020-04-28,3119669,75753,240198,6627,0.93,0,8020341586
"120",2020-04-29,3196985,78771,247178,6980,0.93,0,8020341586
"121",2020-04-30,3280684,83699,253432,6254,0.93,0,8021178369
"122",2020-05-01,3369648,88964,259020,5594,0.94,0,8031131158
"123",2020-05-02,3447871,78390,265033,6013,0.95,0,8031131158
"124",2020-05-03,3521877,74022,269310,4277,0.965,0,8031131158
"125",2020-05-04,3599482,77611,274153,4843,0.98,0,8031131158
"126",2020-05-05,3679137,79655,280300,6147,1.01,0,8031131158
"127",2020-05-06,3769575,90438,287063,6763,0.975,0,8031131158
"128",2020-05-07,3858128,90136,292932,5869,0.99,0,8031172751
"129",2020-05-08,3948541,91893,298885,5953,1.005,0,8031172751
"130",2020-05-09,4032782,84241,303802,4917,1.015,0,8031172751
"131",2020-05-10,4107995,75213,308140,4338,1.01,0,8031172751
"132",2020-05-11,4184172,76234,312219,4079,1.02,0,8031172751
"133",2020-05-12,4269555,85403,317951,5738,1.01,0,8031172751
"134",2020-05-13,4353970,84416,323388,5437,1.01,0,8033478577
"135",2020-05-14,4449612,95643,329139,5751,1.02,0,8033478577
"136",2020-05-15,4545942,96330,334895,5756,1.015,0,8033478577
"137",2020-05-16,4639849,93907,339436,4541,1,0,8033478577
"138",2020-05-17,4718196,78347,343314,3878,1.015,0,8033478577
"139",2020-05-18,4807335,89139,347709,4396,1.025,0,8033478577
"140",2020-05-19,4902939,95813,352678,5186,1.02,0,8033478577
"141",2020-05-20,5008360,105421,358084,5406,1.02,0,8033478577
"142",2020-05-21,5114314,106058,363119,5035,1.02,0,8033478577
"143",2020-05-22,5221562,107248,368824,5705,1.03,0,8033478577
"144",2020-05-23,5325669,104107,373277,4453,1.04,0,8033478577
"145",2020-05-24,5418876,93646,376680,3483,1.04,0,8033478577
"146",2020-05-25,5507087,88583,378374,3614,1.04,0,8033478577
"147",2020-05-26,5599445,92358,383153,4779,1.04,0,8033478577
"148",2020-05-27,5701996,102551,388373,5220,1.04,0,8033478577
"149",2020-05-28,5821989,119993,393365,4992,1.04,0,8033478577
"150",2020-05-29,5943464,121475,398521,5156,1.06,0,8033478577
"151",2020-05-30,6078504,135040,402882,4361,1.06,0,8033478577
"152",2020-05-31,6181363,102859,406171,3289,1.04,0,8033478577
"153",2020-06-01,6281643,100280,409912,3744,1.045,0,8033478577
"154",2020-06-02,6404388,123392,415176,5264,1.06,0,8033478577
"155",2020-06-03,6515641,114479,420796,5620,1.04,0,8033478577
"156",2020-06-04,6653967,138326,426323,5527,1.05,0,8033478577
"157",2020-06-05,6787529,133562,431380,5057,1.04,0,8033478577
"158",2020-06-06,6916860,129331,435520,4140,1.04,0,8033478577
"159",2020-06-07,7027871,111011,438777,3257,1.04,0,8033478577
"160",2020-06-08,7130922,103051,443232,4455,1.04,0,8033478577
"161",2020-06-09,7256917,125995,448277,5045,1.06,0,8033478577
"162",2020-06-10,7394107,137190,453705,5428,1.06,0,8033478577
"163",2020-06-11,7530299,136192,458845,5142,1.06,0,8033478577
"164",2020-06-12,7657772,127473,463589,4744,1.065,0,8033478577
"165",2020-06-13,7791673,133901,467981,4393,1.065,0,8033478577
"166",2020-06-14,7923618,131945,471762,3781,1.085,0,8033478577
"167",2020-06-15,8048540,124922,475829,4067,1.07,0,8033478577
"168",2020-06-16,8192450,143910,482948,7119,1.06,0,8033478577
"169",2020-06-17,8335652,143202,488425,5477,1.065,0,8033478577
"170",2020-06-18,8478748,143096,493780,5355,1.065,0,8033478577
"171",2020-06-19,8659732,181132,500141,5182,1.05,0,8033478577
"172",2020-06-20,8845611,185879,504623,4482,1.04,0,8033478577
"173",2020-06-21,8938672,112857,509266,4644,1.04,0,8033478577
"174",2020-06-22,9081007,142336,513133,3867,1.03,0,8033478577
"175",2020-06-23,9249188,168184,518701,5568,1.03,0,8033478577
"176",2020-06-24,9420654,171466,524199,5529,1.04,0,8033478577
"177",2020-06-25,9600164,179510,529309,5110,1.03,0,8033478577
"178",2020-06-26,9792637,192473,534392,5083,1.03,0,8033478577
"179",2020-06-27,9969034,176397,539128,4736,1.03,0,8033478577
"180",2020-06-28,10137487,168862,542746,3619,1.03,0,8033478577
"181",2020-06-29,10290201,152714,546820,4074,1.03,0,8033478577
"182",2020-06-30,10473955,183754,552070,5250,1.02,0,8033478577
"183",2020-07-01,10689086,215131,557411,5341,1.03,0,8033478577
"184",2020-07-02,10894047,204961,562918,5507,1.04,0,8033478577
"185",2020-07-03,11096672,202626,568161,5243,1.04,0,8033478577
"186",2020-07-04,11286377,189705,572954,4795,1.04,0,8033478577
"187",2020-07-05,11472592,186215,576788,3838,1.05,0,8033478577
"188",2020-07-06,11640872,168280,581067,4279,1.05,0,8033478577
"189",2020-07-07,11850453,209581,587427,6360,1.04,0,8033478577
"190",2020-07-08,12065715,215262,593055,5632,1.03,0,8033478577
"191",2020-07-09,12290286,224571,598901,5846,1.03,0,8033478577
"192",2020-07-10,12523387,233101,604647,5747,1.04,0,8033478577
"193",2020-07-11,12736186,212799,609776,5129,1.04,0,8033478577
"194",2020-07-12,12929115,192929,614090,4314,1.04,0,8033478577
"195",2020-07-13,13123593,194478,618517,4427,1.04,0,8033478577
"196",2020-07-14,13344595,221002,624493,5978,1.035,0,8033478577
"197",2020-07-15,13574371,229776,630419,5926,1.035,0,8033478577
"198",2020-07-16,13819268,244897,636591,6172,1.05,0,8033478577
"199",2020-07-17,14056706,237438,643611,5963,1.05,0,8033478577
"200",2020-07-18,14292027,235321,650142,6533,1.055,0,8033478577
"201",2020-07-19,14503914,211887,655055,4913,1.07,0,8033478577
"202",2020-07-20,14712087,208173,658999,3944,1.07,0,8033478577
"203",2020-07-21,14955098,243121,665359,6373,1.07,0,8033478577
"204",2020-07-22,15230451,275355,672759,7400,1.07,0,8033478577
"205",2020-07-23,15510092,279642,679416,6657,1.05,0,8033478577
"206",2020-07-24,15793593,283501,685858,6442,1.05,0,8033478577
"207",2020-07-25,16043140,249547,691942,6084,1.05,0,8033478577
"208",2020-07-26,16254939,211799,696327,4385,1.05,0,8033478577
"209",2020-07-27,16489329,234394,701630,5321,1.05,0,8033478577
"210",2020-07-28,16753205,263876,708565,6935,1.04,0,8033478577
"211",2020-07-29,17023443,270238,715214,6649,1.03,0,8033478577
"212",2020-07-30,17305206,281763,721985,6775,1.02,0,8033478577
"213",2020-07-31,17592660,287454,728572,6587,1.01,0,8033478577
"214",2020-08-01,17838908,246248,734584,6012,1.02,0,8033478577
"215",2020-08-02,18069511,230603,739260,4689,1,0,8033478577
"216",2020-08-03,18275584,206074,744090,4830,1,0,8033478577
"217",2020-08-04,18540899,265315,751264,7177,1.01,0,8033478577
"218",2020-08-05,18816051,275152,758668,7404,1.01,0,8033478577
"219",2020-08-06,19102769,286718,765502,6834,1.01,0,8033478577
"220",2020-08-07,19385201,282432,772252,6754,1.01,0,8033478577
"221",2020-08-08,19650430,265229,778292,6040,1.02,0,8033478577
"222",2020-08-09,19883423,232995,783486,5194,1.035,0,8033478577
"223",2020-08-10,20116643,233220,788864,5378,1.04,0,8033478577
"224",2020-08-11,20382203,265561,795479,6615,1.03,0,8033478577
"225",2020-08-12,20657279,275076,802429,6952,1.03,0,8033478577
"226",2020-08-13,20947379,290116,809222,6793,1.025,0,8033478577
"227",2020-08-14,21254463,307084,815807,6586,1.02,0,8033478577
"228",2020-08-15,21503478,249015,821839,6032,1.005,0,8033478577
"229",2020-08-16,21713513,210077,826643,4804,1.01,0,8033478577
"230",2020-08-17,21926398,212885,831285,4642,1.01,0,8033478577
"231",2020-08-18,22185816,259418,838341,7056,1,0,8033478577
"232",2020-08-19,22463283,277467,844747,6407,0.99,0,8033478577
"233",2020-08-20,22734753,271470,851194,6447,0.98,0,8033478577
"234",2020-08-21,22996712,261959,856946,6195,0.98,0,8033478577
"235",2020-08-22,23260238,263526,862728,5782,0.98,0,8033478577
"236",2020-08-23,23462986,202748,867062,4334,0.98,0,8033478577
"237",2020-08-24,23691086,228200,871899,4837,0.98,0,8033478577
"238",2020-08-25,23936286,245200,878466,6567,0.98,0,8033478577
"239",2020-08-26,24217967,281681,885018,6669,0.98,0,8033478577
"240",2020-08-27,24505220,287253,891233,6215,0.99,0,8033478577
"241",2020-08-28,24789150,285278,897053,5820,0.99,0,8033478577
"242",2020-08-29,25049860,260710,902840,5787,0.99,0,8033478577
"243",2020-08-30,25269587,219727,907114,4274,0.98,0,8033478577
"244",2020-08-31,25533897,264310,911544,4430,0.98,0,8033478577
"245",2020-09-01,25800778,266881,918151,6615,0.98,0,8033478577
"246",2020-09-02,26082654,281888,924450,6302,0.99,0,8033478577
"247",2020-09-03,26368067,285413,930549,6099,0.99,0,8033478577
"248",2020-09-04,26669789,301722,936390,5862,0.99,0,8033478577
"249",2020-09-05,26943481,273692,941485,5095,1,0,8033478577
"250",2020-09-06,27172469,228988,945620,4135,1,0,8033478577
"251",2020-09-07,27389752,225236,955243,5771,1,0,8033483978
"252",2020-09-08,27636254,246502,960366,5123,1.01,0,8033483978
"253",2020-09-09,27921547,285293,966631,6265,1.02,0,8033483978
"254",2020-09-10,28225944,304397,972635,6035,1.01,0,8033483978
"255",2020-09-11,28542300,316356,978634,6000,1.02,0,8033483978
"256",2020-09-12,28830988,288688,983691,5057,1.03,0,8033483978
"257",2020-09-13,29079811,248823,987656,3965,1.04,0,8033483978
"258",2020-09-14,29346963,267152,992260,4604,1.04,0,8033483978
"259",2020-09-15,29627493,280530,998824,6564,1.03,0,8033483978
"260",2020-09-16,29932447,304954,1004693,5869,1.03,0,8033483978
"261",2020-09-17,30248015,315568,1010344,5651,1.02,0,8033483978
"262",2020-09-18,30574640,326625,1016199,5855,1.02,0,8033483978
"263",2020-09-19,30867721,293081,1021472,5273,1.01,0,8033483978
"264",2020-09-20,31122826,255105,1025460,3988,1.01,0,8033483978
"265",2020-09-21,31382755,259929,1029889,4429,1.01,0,8033483978
"266",2020-09-22,31667053,284298,1036040,6151,1.01,0,8033483978
"267",2020-09-23,31978692,311639,1042590,6550,1.01,0,8033483978
"268",2020-09-24,32299591,320899,1048250,5660,1.01,0,8033483978
"269",2020-09-25,32629596,330005,1054269,6019,1.01,0,8033483978
"270",2020-09-26,32915261,285665,1059700,5431,1.01,0,8033483978
"271",2020-09-27,33162233,247064,1063583,3883,1.01,0,8033483978
"272",2020-09-28,33424987,262754,1067703,4120,1,0,8033483978
"273",2020-09-29,33707761,282774,1073765,6062,1.01,0,8033483978
"274",2020-09-30,34032288,324527,1080191,6426,1.01,0,8033483978
"275",2020-10-01,34351389,319101,1089084,8893,1.01,0,8033483978
"276",2020-10-02,34680863,329474,1094764,5685,1.005,0,8033483978
"277",2020-10-03,34978152,297289,1099545,4781,1.01,0,8033483978
"278",2020-10-04,35238644,260492,1103570,4025,1.02,0,8033483978
"279",2020-10-05,35550014,311370,1110662,4303,1.02,0,8033483978
"280",2020-10-06,35866067,316053,1116522,5860,1.02,0,8033483978
"281",2020-10-07,36215307,349240,1122447,5928,1.02,0,8033483978
"282",2020-10-08,36574598,359291,1128829,6385,1.03,0,8033483978
"283",2020-10-09,36934982,360384,1135021,6192,1.03,0,8033483978
"284",2020-10-10,37290425,355443,1139925,4904,1.04,0,8033483978
"285",2020-10-11,37579851,289426,1144120,4195,1.04,0,8033483978
"286",2020-10-12,37869885,290034,1148251,4131,1.04,0,8034208250
"287",2020-10-13,38189249,319364,1153586,5335,1.045,0,8034208250
"288",2020-10-14,38569932,380683,1159752,6167,1.05,0,8034208250
"289",2020-10-15,38976863,406931,1165962,6210,1.055,0,8034208250
"290",2020-10-16,39387344,410481,1172182,6220,1.06,0,8034208250
"291",2020-10-17,39759378,372034,1177909,5727,1.055,0,8034208250
"292",2020-10-18,40090561,331183,1181890,3981,1.055,0,8034208250
"293",2020-10-19,40465519,374958,1186733,4843,1.055,0,8034219846
"294",2020-10-20,40854306,388787,1193361,6628,1.06,0,8034219846
"295",2020-10-21,41293791,439485,1200270,6909,1.06,0,8034219846
"296",2020-10-22,41775810,482019,1206228,5958,1.05,0,8034219846
"297",2020-10-23,42269632,493822,1213335,7107,1.045,0,8034219846
"298",2020-10-24,42725850,456218,1219253,5918,1.04,0,8034219846
"299",2020-10-25,43084629,358779,1223618,4386,1.045,0,8034219846
"300",2020-10-26,43567740,483111,1229455,5837,1.045,0,8034219846
"301",2020-10-27,44036142,468402,1236866,7411,1.06,0,8034219846
"302",2020-10-28,44557801,521659,1244043,7183,1.06,0,8034219846
"303",2020-10-29,45109179,551378,1251281,7238,1.06,0,8034219846
"304",2020-10-30,45680898,571719,1259055,7774,1.05,0,8034219846
"305",2020-10-31,46152923,472025,1265702,6647,1.065,0,8034219846
"306",2020-11-01,46592027,439104,1271058,5356,1.055,0,8034219846
"307",2020-11-02,47140450,548423,1277384,6326,1.045,0,8034219846
"308",2020-11-03,47705864,565414,1286957,9575,1.05,0,8034219846
"309",2020-11-04,48198011,538606,1296887,9965,1.05,0,8034219846
"310",2020-11-05,48817283,619273,1305604,8717,1.04,0,8034219846
"311",2020-11-06,49440320,623037,1314796,9192,1.05,0,8034219846
"312",2020-11-07,50039344,599024,1322582,7786,1.05,0,8034219846
"313",2020-11-08,50530166,490822,1328982,6401,1.04,0,8034219846
"314",2020-11-09,51040032,509866,1336563,7581,1.04,0,8034219846
"315",2020-11-10,51610928,570896,1346314,9751,1.04,0,8034546590
"316",2020-11-11,52235556,624628,1356730,10416,1.04,0,8034546590
"317",2020-11-12,52875676,640120,1366448,9718,1.04,0,8034546590
"318",2020-11-13,53536637,660961,1376380,9932,1.03,0,8034546590
"319",2020-11-14,54123314,586677,1385518,9138,1.03,0,8034546590
"320",2020-11-15,54613468,490154,1392477,6959,1.03,0,8034546590
"321",2020-11-16,55139314,525846,1400534,8057,1.03,0,8034546590
"322",2020-11-17,55741390,602076,1411508,10974,1.03,0,8034546590
"323",2020-11-18,56363596,622206,1422980,11472,1.03,0,8034768980
"324",2020-11-19,57017451,653855,1434122,11142,1.02,0,8034768980
"325",2020-11-20,57691600,674149,1445874,11752,1.02,0,8034768980
"326",2020-11-21,58283927,592327,1455178,9304,1.03,0,8034768980
"327",2020-11-22,58781939,498012,1462847,7669,1.02,0,8034768980
"328",2020-11-23,59316259,534320,1471576,8729,1.02,0,8034768980
"329",2020-11-24,59906885,590626,1484098,12522,1.02,0,8034768980
"330",2020-11-25,60523984,617099,1496122,12024,1.01,0,8034768980
"331",2020-11-26,61113009,589025,1507057,10935,1.02,0,8034768980
"332",2020-11-27,61808357,695348,1518578,11521,1.02,0,8034768980
"333",2020-11-28,62415697,607340,1528093,9515,1.02,0,8034768980
"334",2020-11-29,62911221,495524,1535750,7657,1.02,0,8034768980
"335",2020-11-30,63417948,506727,1544798,9048,1.02,0,8034768980
"336",2020-12-01,64032686,614738,1557248,12450,1.02,0,8034768980
"337",2020-12-02,64672952,640266,1569638,12390,1.02,0,8034768980
"338",2020-12-03,65363510,690558,1582347,12709,1.02,0,8034768980
"339",2020-12-04,66059914,696404,1594817,12470,1.02,1,8034768980
"340",2020-12-05,66701998,642084,1605418,10601,1.03,0,8034768980
"341",2020-12-06,67245829,543831,1613511,8093,1.03,0,8034768980
"342",2020-12-07,67780945,535116,1622355,8844,1.03,2,8034768980
"343",2020-12-08,68411353,630408,1634391,12038,1.03,6,8034768980
"344",2020-12-09,69076711,665358,1646948,12557,1.01,9,8034768980
"345",2020-12-10,70571994,672060,1659368,12420,1.01,7,8034768980
"346",2020-12-11,71277728,705734,1672553,13185,1.02,13,8034768980
"347",2020-12-12,71926203,648475,1683382,10829,1.02,12,8034768980
"348",2020-12-13,72464903,538700,1691639,8257,1,33546,8034768980
"349",2020-12-14,73016110,551207,1700832,9193,1.01,38140,8034768980
"350",2020-12-15,73664611,648501,1714058,13226,1.01,113677,8034768980
"351",2020-12-16,74382183,717606,1727982,13924,1.01,242783,8034768980
"352",2020-12-17,75120715,738532,1741153,13171,1.01,515101,8034768980
"353",2020-12-18,75842127,721412,1754192,13039,1.015,930216,8034768980
"354",2020-12-19,76477369,635242,1765448,11256,1.01,1110924,8034768980
"355",2020-12-20,77024542,547173,1773822,8374,1.01,1223814,8034768980
"356",2020-12-21,77570917,546375,1783308,9486,1,1635329,8034768980
"357",2020-12-22,78222213,651296,1797184,13876,1,2178991,8034768980
"358",2020-12-23,78904301,682088,1810931,13747,1,2803207,8034768980
"359",2020-12-24,79597572,693271,1823136,12205,1,3094234,8034768980
"360",2020-12-25,80116254,518682,1832166,9030,1,3150488,8034768980
"361",2020-12-26,80623309,507055,1840107,7941,1,3327622,8034768980
"362",2020-12-27,81036442,413133,1848225,8118,1,3587305,8034768980
"363",2020-12-28,81535761,499319,1857770,9556,1.01,4346575,8034768980
"364",2020-12-29,82207424,671663,1872743,14973,1,5336921,8034768980
"365",2020-12-30,82932731,725307,1888161,15418,1.03,6497329,8034768980
"366",2020-12-31,83772303,839572,1901656,13495,1.03,7151464,8034768980
"367",2021-01-01,84358941,586638,1911814,10158,1.02,7335025,8034768980
"368",2021-01-02,84940192,581251,1920650,8836,1.01,8624020,8034768980
"369",2021-01-03,85460453,520261,1928615,7965,1.02,8228453,8034768980
"370",2021-01-04,86018082,557629,1938565,9950,1.03,9312346,8034768980
"371",2021-01-05,86758878,740796,1953980,15415,1.03,10539671,8034768980
"372",2021-01-06,87549923,791045,1968902,14922,1.04,11623145,8034768980
"373",2021-01-07,88419804,869882,1983867,14965,1.035,13190469,8034768980
"374",2021-01-08,89255322,835518,1999080,15213,1.04,14721990,8034768980
"375",2021-01-09,90011416,756094,2012436,13356,1.04,14974167,8034768980
"376",2021-01-10,90612917,601501,2021991,9555,1.03,20809347,8034768980
"377",2021-01-11,91227517,614600,2032275,10284,1.02,21736804,8034768980
"378",2021-01-12,91919883,692366,2049261,16986,1.015,23611159,8034768980
"379",2021-01-13,92663182,743299,2065744,16483,1.01,27007411,8034768980
"380",2021-01-14,93422255,759073,2081459,15715,1.005,28624396,8035151816
"381",2021-01-15,94206138,783883,2097178,15719,0.995,31210596,8035151816
"382",2021-01-16,94862927,656789,2111212,14034,0.99,31946536,8035151816
"383",2021-01-17,95390496,527569,2121047,9835,0.985,33077126,8035151816
"384",2021-01-18,95907723,517228,2131493,10446,0.975,35719963,8035151816
"385",2021-01-19,96500477,592754,2147202,15709,0.97,38275575,8035151816
"386",2021-01-20,97187684,687207,2164935,17733,0.96,41009762,8035151816
"387",2021-01-21,97856468,668784,2182268,17333,0.97,44009709,8035265994
"388",2021-01-22,98520035,663567,2198338,16070,0.95,48171188,8035265994
"389",2021-01-23,99096650,576615,2212902,14564,0.955,48840081,8035265994
"390",2021-01-24,99558598,461948,2222660,9758,0.96,51377913,8035329323
"391",2021-01-25,100040196,481598,2233802,11142,0.965,53822871,8035329323
"392",2021-01-26,100601446,561250,2251183,17415,0.97,56434641,8035329323
"393",2021-01-27,101202436,600990,2268103,16920,0.96,59536787,8035329323
"394",2021-01-28,101817519,615083,2284670,16567,0.96,63040852,8035329323
"395",2021-01-29,102406486,588969,2300401,15731,0.96,66199562,8035329323
"396",2021-01-30,102921269,514783,2313724,13323,0.96,68199816,8035329323
"397",2021-01-31,103317814,396545,2323271,9547,0.95,70610652,8035329323
"398",2021-02-01,103760845,443031,2333521,10250,0.95,72751191,8035329323
"399",2021-02-02,104226333,465488,2348373,14852,0.945,75654353,8035329323
"400",2021-02-03,104751603,525270,2364240,15867,0.94,79185900,8035329323
"401",2021-02-04,105223339,471736,2377168,12928,0.94,83135482,8035329323
"402",2021-02-05,105759832,536493,2394353,17185,0.935,86478453,8035329323
"403",2021-02-06,106194974,435142,2406210,11857,0.94,87580018,8035329323
