"","date","total_cases","new_cases","total_deaths","new_deaths","reproduction_rate","people_vaccinated","population"
"739",2022-01-08,306162836,2190780,5519269,5474,1.32,2554633296,8042166652
"740",2022-01-09,308203819,2040983,5523403,4134,1.32,2866329845,8042166652
"741",2022-01-10,311363253,3159434,5529974,6572,1.29,2895905858,8042166652
"742",2022-01-11,314392148,3028898,5539080,9106,1.275,2864580981,8042166652
"743",2022-01-12,317838861,3446713,5548104,9024,1.255,2843819725,8042166652
"744",2022-01-13,321024419,3185558,5556333,8229,1.25,2917992568,8042166652
"745",2022-01-14,324341019,3316600,5564300,7967,1.23,4212469461,8042166652
"746",2022-01-15,326846238,2505219,5570664,6364,1.225,2812485551,8042166652
"747",2022-01-16,329069598,2223360,5575220,4556,1.2,2929372602,8042166652
"748",2022-01-17,331715705,2646107,5581444,6224,1.18,2936500465,8042166652
"749",2022-01-18,335479965,3764260,5590550,9106,1.17,3031144806,8042166652
"750",2022-01-19,339563917,4083952,5600481,9931,1.14,2930678093,8042166652
"751",2022-01-20,343296200,3732283,5610121,9640,1.13,2879914385,8042166652
"752",2022-01-21,347127298,3831098,5620087,9966,1.12,4065217378,8042166652
"753",2022-01-22,349910385,2783087,5626287,6200,1.11,2769260396,8042166652
"754",2022-01-23,352377911,2467526,5631504,5217,1.105,2967662837,8042166652
"755",2022-01-24,355791450,3413539,5640187,8683,1.085,3194287108,8042166652
"756",2022-01-25,359445049,3653599,5650669,10710,1.06,2905348675,8042166652
"757",2022-01-26,363206690,3761641,5661385,10716,1.03,3026350296,8042166652
"758",2022-01-27,366905593,3698903,5671687,10302,1.03,2847229760,8042166652
"759",2022-01-28,370584545,3678952,5684034,12347,1.02,4144546627,8042166652
"760",2022-01-29,373335761,2751216,5692106,8072,1,2780926553,8042166652
"761",2022-01-30,375630766,2295005,5697713,5607,0.98,3002527847,8042166652
"762",2022-01-31,379183014,2733277,5707908,10198,0.96,2904730326,8042166652
"763",2022-02-01,382312207,3129193,5720594,12481,0.93,3039750533,8042166652
"764",2022-02-02,385496982,3184775,5732481,11887,0.91,3070648562,8042166652
"765",2022-02-03,388690163,3193181,5744118,11637,0.9,3001925162,8042166652
"766",2022-02-04,391645587,2955424,5757281,13163,0.88,3014987702,8042166652
"767",2022-02-05,393966131,2320544,5765664,8383,0.86,2707122847,8042166652
"768",2022-02-06,395861545,1895414,5771679,6015,0.85,3092933277,8042166652
"769",2022-02-07,398485145,2623600,5782589,10910,0.83,4300533982,8042166652
"770",2022-02-08,401084444,2599299,5795384,12795,0.81,3063272954,8042166652
"771",2022-02-09,403517292,2432848,5808512,13128,0.79,3144031289,8042166652
"772",2022-02-10,406331178,2813886,5820389,11877,0.78,3069680917,8042166652
"773",2022-02-11,408755911,2424733,5832370,11981,0.77,2989480358,8042166652
"774",2022-02-12,410690275,1934364,5841214,8844,0.76,2925864538,8042166652
"775",2022-02-13,412220907,1530632,5846543,5329,0.75,3192054915,8042166652
"776",2022-02-14,413929016,1708109,5857521,10978,0.745,3029112353,8042166652
"777",2022-02-15,415799647,1876163,5868174,10653,0.725,2896074882,8042166652
"778",2022-02-16,418039236,2242163,5881284,13110,0.71,3010868970,8042166652
"779",2022-02-17,420101213,2061977,5893497,12213,0.71,2770173333,8042166652
"780",2022-02-18,422084418,1983205,5904136,10639,0.72,4106510569,8042166652
"781",2022-02-19,423750424,1666006,5912702,8566,0.71,2892804941,8042166652
"782",2022-02-20,425061952,1311528,5918152,5450,0.7,2873613237,8042166652
"783",2022-02-21,426460327,1398375,5925430,7278,0.69,3012695158,8042166652
"784",2022-02-22,428133573,1673246,5935482,10052,0.69,2882234931,8042166652
"785",2022-02-23,430050546,1916973,5947468,11987,0.685,2846656576,8042166652
"786",2022-02-24,431838212,1787666,5958275,10807,0.68,2763983924,8042166652
"787",2022-02-25,433492278,1654066,5967341,9066,0.68,3995295208,8042166652
"788",2022-02-26,434941976,1449698,5974130,6789,0.665,2670874857,8042166652
"789",2022-02-27,436102021,1160062,5978885,4757,0.665,2858222805,8042166652
"790",2022-02-28,437427110,1325089,5986258,7373,0.665,3126995906,8042166652
"791",2022-03-01,439025179,1598069,5994733,8475,0.66,3008763211,8042166652
"792",2022-03-02,440683825,1658646,6002906,8173,0.66,2819045242,8042166652
"793",2022-03-03,442458691,1774866,6011080,8175,0.66,2700531181,8042166652
"794",2022-03-04,444220849,1762171,6019796,8716,0.665,2814354451,8042166652
"795",2022-03-05,445703329,1482480,6025692,5896,0.675,2953858491,8042166652
"796",2022-03-06,446929942,1226613,6029969,4278,0.68,3086713463,8042166652
"797",2022-03-07,448362202,1432260,6037527,7374,0.69,3053016035,8042166652
"798",2022-03-08,450102729,1740527,6044738,7211,0.685,3084215372,8042166652
"799",2022-03-09,451934740,1832011,6052610,7872,0.685,3213840712,8042166652
"800",2022-03-10,453805513,1871116,6060145,7535,0.685,3154400687,8042166652
"801",2022-03-11,455677859,1872346,6066354,6567,0.71,2702371573,8042166652
"802",2022-03-12,457475602,1797743,6071333,4979,0.72,2931486719,8042166652
"803",2022-03-13,458759825,1284223,6074933,3600,0.72,2747976606,8042166652
"804",2022-03-14,460373959,1614137,6080248,5315,0.73,4113954489,8042166652
"805",2022-03-15,462182525,1808566,6085866,5618,0.75,2984110299,8042166652
"806",2022-03-16,464418803,2236278,6092755,6889,0.76,2955211467,8042166652
"807",2022-03-17,466496365,2077562,6099840,6742,0.76,4137570762,8042166652
"808",2022-03-18,468387667,1891302,6105367,5527,0.76,4263305794,8042166652
"809",2022-03-19,470127265,1739598,6109442,4075,0.76,2876921446,8042166652
"810",2022-03-20,471219874,1092609,6112814,3372,0.77,3066209766,8042166652
"811",2022-03-21,472707834,1487960,6128908,4648,0.765,4236662653,8042166652
"812",2022-03-22,474684254,1976424,6133984,5076,0.76,2998366274,8042166652
"813",2022-03-23,476487784,1803530,6139966,5982,0.76,3021763037,8042166652
"814",2022-03-24,478268807,1781028,6145235,5294,0.76,4141317117,8042166652
"815",2022-03-25,480028038,1759231,6154184,8952,0.755,2963389959,8042166652
"816",2022-03-26,481404464,1376426,6157281,3097,0.76,2997374134,8042166652
"817",2022-03-27,482366433,961969,6159965,2684,0.77,3156980143,8042166652
"818",2022-03-28,483847189,1480756,6163918,3953,0.765,2983031328,8042166652
"819",2022-03-29,485598570,1751381,6168589,4938,0.765,3010096393,8042166652
"820",2022-03-30,487194454,1595884,6173517,4928,0.76,2865781274,8042166652
"821",2022-03-31,489010007,1815553,6178328,4811,0.765,4230256074,8042166652
"822",2022-04-01,490176197,1166246,6182887,4215,0.765,2325910583,8016097236
"823",2022-04-02,491245261,1069064,6185751,2864,0.765,1364002323,8016097236
"824",2022-04-03,492053562,808301,6187709,1958,0.76,1826992869,8016097236
"825",2022-04-04,492975098,921536,6190738,3029,0.765,2813595243,8016097236
"826",2022-04-05,494340120,1365022,6194902,4165,0.76,4298090193,8016097236
"827",2022-04-06,495761604,1421484,6199575,4478,0.755,3034700510,8016097236
"828",2022-04-07,497013299,1251695,6203879,4304,0.76,2881576590,8016097236
"829",2022-04-08,498162935,1149636,6207805,3926,0.77,2876574213,8016097236
"830",2022-04-09,498960660,797725,6210161,2356,0.77,2810617169,8016097236
"831",2022-04-10,499553069,592409,6211945,1784,0.77,2846045988,8016097236
"832",2022-04-11,500502780,949839,6214738,2793,0.77,4305680389,8016097236
"833",2022-04-12,501597948,1095168,6218081,3343,0.77,2946702902,8016097236
"834",2022-04-13,502660477,1062559,6222111,4030,0.75,3033268291,8016097236
"835",2022-04-14,503614357,956748,6225558,3464,0.745,2895720847,8016097236
"836",2022-04-15,504310635,704324,6228059,2501,0.745,2453043016,8016097236
"837",2022-04-16,504904864,594229,6229682,1623,0.75,1278837171,8016097236
"838",2022-04-17,505333107,428243,6231227,1545,0.75,2066664731,8016097236
"839",2022-04-18,505812875,479768,6232814,1587,0.75,4408465819,8016097236
"840",2022-04-19,506752277,939675,6235891,3077,0.775,3032592751,8016097236
"841",2022-04-20,507700789,949296,6240060,4169,0.795,3145298486,8016673241
"842",2022-04-21,508597744,896955,6243102,3083,0.79,2975594194,8016097236
"843",2022-04-22,509402767,805023,6245823,2707,0.79,2712951893,8016097236
"844",2022-04-23,509920295,517528,6247435,1612,0.78,1910819168,8016097236
"845",2022-04-24,510305720,385425,6248607,1172,0.78,2812581186,8016097236
"846",2022-04-25,510885565,579845,6250787,2180,0.785,3104339629,8016097236
"847",2022-04-26,511527811,642246,6254757,3970,0.79,3125273893,8016097236
"848",2022-04-27,512341869,814058,6258149,3393,0.785,4126615346,8016097236
"849",2022-04-28,513072740,730896,6261100,2958,0.78,4206468639,8016097236
"850",2022-04-29,513702809,630069,6263598,2498,0.785,2954734302,8016097236
"851",2022-04-30,514067815,365006,6265055,1457,0.765,2783207065,8016097236
"852",2022-05-01,514381259,313444,6266255,1206,0.76,2778522840,8016097236
"853",2022-05-02,514839160,457901,6268067,1814,0.76,2789294202,8016097236
"854",2022-05-03,515504588,665828,6270256,2205,0.775,2848972563,8016097236
"855",2022-05-04,516121369,616781,6273931,3675,0.785,2693005941,8016097236
"856",2022-05-05,516710028,588659,6276201,2270,0.805,3974210017,8016097236
"857",2022-05-06,517327881,617853,6278324,2123,0.82,3106140519,8016097236
"858",2022-05-07,517675337,347456,6279463,1139,0.825,2851658517,8016097236
"859",2022-05-08,517957525,282188,6280309,846,0.835,2917383671,8016097236
"860",2022-05-09,518671469,713944,6282218,1909,0.84,2758605981,8016097236
"861",2022-05-10,519302376,630907,6284229,2011,0.84,3029473083,8016097236
"862",2022-05-11,519988847,686471,6286431,2202,0.835,2897526592,8016097236
"863",2022-05-12,520621661,632814,6288382,1951,0.83,4042820135,8016097236
"864",2022-05-13,521187488,565827,6290250,1868,0.835,2841275071,8016097236
"865",2022-05-14,521631997,444509,6291215,966,0.835,2755388004,8042166652
"866",2022-05-15,522007946,375949,6291992,777,0.84,2998098846,8042166652
"867",2022-05-16,522614126,607087,6293638,1673,0.85,2945658136,8042166652
"868",2022-05-17,523208437,594602,6295451,1786,0.85,2558356423,8042166652
"869",2022-05-18,523955507,747070,6297823,2372,0.86,3000253901,8042166652
"870",2022-05-19,524541691,587740,6299519,1696,0.86,2793040626,8042166652
"871",2022-05-20,525161068,619377,6301503,1984,0.86,2937337103,8042166652
"872",2022-05-21,525532002,370934,6302578,1077,0.855,2872323130,8042166652
"873",2022-05-22,525849247,329301,6303189,689,0.845,4089533192,8042166652
"874",2022-05-23,526359238,539644,6304789,1601,0.84,2614729357,8042166652
"875",2022-05-24,526938541,579303,6306439,1655,0.85,2896253419,8042166652
"876",2022-05-25,527572834,634293,6309039,2600,0.86,2779656757,8042166652
"877",2022-05-26,528077212,508886,6310463,1510,0.845,4156327947,8042166652
"878",2022-05-27,528645286,568074,6312378,1916,0.84,2878675976,8042166652
"879",2022-05-28,528933509,288223,6313132,754,0.85,2930627661,8042166652
"880",2022-05-29,529210890,277381,6313751,619,0.86,2911594957,8042166652
"881",2022-05-30,529617077,406187,6314996,1245,0.88,2802959799,8042166652
"882",2022-05-31,530235657,618580,6316473,1477,0.865,2861592458,8042166652
"883",2022-06-01,530927721,692064,6318537,2064,0.87,4164985078,8042166652
"884",2022-06-02,531452331,524610,6320171,1634,0.88,2436323941,8042166652
"885",2022-06-03,531994285,541954,6321710,1539,0.9,2913030762,8042166652
"886",2022-06-04,532247277,252992,6322373,663,0.91,4011383282,8042166652
"887",2022-06-05,532513541,266264,6323186,813,0.92,2872224931,8042166652
"888",2022-06-06,532950124,436583,6324158,972,0.935,2659136167,8042166652
"889",2022-06-07,533600476,650352,6326236,2078,0.935,2855530072,8042166652
"890",2022-06-08,534300185,699709,6328775,2539,0.93,2845696974,8042166652
"891",2022-06-09,534865161,564976,6330323,1548,0.945,2401020655,8042166652
"892",2022-06-10,535409042,543881,6332000,1681,0.955,2612947737,8042166652
"893",2022-06-11,535692673,283727,6332914,914,0.96,2592088148,8042166652
"894",2022-06-12,535896187,203514,6333488,574,0.945,2830463761,8042166652
"895",2022-06-13,536459316,563129,6335225,1737,0.94,2700434807,8042166652
"896",2022-06-14,537302892,843576,6337047,1822,0.945,2561741580,8042166652
"897",2022-06-15,538021802,718910,6339018,1971,0.945,2794659858,8042166652
"898",2022-06-16,538543327,521525,6340821,1435,0.945,3969798050,8042166652
"899",2022-06-17,539128518,585191,6342121,1300,0.96,2824704739,8042166652
"900",2022-06-18,539357006,228488,6342764,643,0.98,2849581964,8042166652
"901",2022-06-19,539632359,275353,6343444,680,0.98,2912534587,8038742457
"902",2022-06-20,540422763,790404,6345111,1667,1,2553533983,8038642978
"903",2022-06-21,541235156,812393,6346744,1633,1.01,2987545933,8038642978
"904",2022-06-22,542041000,805844,6348777,2033,1.01,2780013852,8038642978
"905",2022-06-23,542813153,772153,6350570,1793,1.02,3979200376,8038642978
"906",2022-06-24,543571591,758438,6352350,1780,1.04,2864653632,8038642978
"907",2022-06-25,543888307,316716,6353133,783,1.04,2607005773,8038642978
"908",2022-06-26,544175685,287378,6353793,660,1.04,2655079297,8038642978
"909",2022-06-27,545100567,924882,6355294,1501,1.03,4182930476,8038642978
"910",2022-06-28,546034228,933661,6357286,1992,1.03,2480740303,8038642978
"911",2022-06-29,546964798,930570,6359043,1757,1.05,2748026401,8038642978
"912",2022-06-30,548023087,1058289,6360412,1645,1.03,2623161214,8038642978
"913",2022-07-01,548958533,935446,6362304,1892,1.03,2482347696,8038642978
"914",2022-07-02,549317737,359204,6363126,822,1.02,2695952947,8038642978
"915",2022-07-03,549678371,360634,6363863,738,1.02,2667164087,8038642978
"916",2022-07-04,550576740,898369,6365008,1145,1.02,2744403263,8038642978
"917",2022-07-05,551764762,1188022,6367236,2228,1.02,2682476805,8038642978
"918",2022-07-06,552995086,1230324,6369576,2340,1.01,2471831500,8038642978
"919",2022-07-07,554030315,1035229,6372287,2711,1,3813065933,8038642978
"920",2022-07-08,555013588,983273,6374596,2309,1,2433117318,8038642978
"921",2022-07-09,555517115,503527,6375588,992,1,1461797813,8038642978
"922",2022-07-10,555943243,426128,6376441,853,0.99,2614063456,8038642978
"923",2022-07-11,557052248,1109005,6378288,1848,0.98,2478903384,8038642978
"924",2022-07-12,558248189,1195941,6380672,2384,0.98,2372415434,8038642978
"925",2022-07-13,559699210,1451021,6383339,2667,0.98,2683259473,8038642978
"926",2022-07-14,560658831,959621,6385365,2026,0.98,2569817031,8038642978
"927",2022-07-15,561673378,1014547,6387710,2345,0.98,2459364096,8038642978
"928",2022-07-16,562226126,552748,6388775,1065,0.97,1623403133,8038642978
"929",2022-07-17,562685342,459216,6389761,986,0.96,1581489882,8038642978
"930",2022-07-18,563921457,1236115,6391813,2052,0.95,2424249687,8038642978
"931",2022-07-19,565446624,1525937,6394920,3107,0.94,2866739181,8038642978
"932",2022-07-20,567044135,1598535,6397865,2945,0.93,3630758145,8038642978
"933",2022-07-21,568169093,1124958,6400334,2469,0.94,2524519493,8038642978
"934",2022-07-22,569247832,1078746,6403229,2895,0.93,3731471974,8038642978
"935",2022-07-23,569884384,636552,6404484,1255,0.915,2290566813,8038642978
"936",2022-07-24,570435232,550848,6405514,1030,0.91,2599724482,8038642978
"937",2022-07-25,571462488,1027256,6407536,2022,0.91,2390854449,8038642978
"938",2022-07-26,572635570,1174717,6410444,2908,0.9,2712542199,8038642978
"939",2022-07-27,574044570,1409000,6413790,3347,0.9,2570371676,8038642978
"940",2022-07-28,575141046,1096476,6416521,2731,0.9,2338013032,8038642978
"941",2022-07-29,576497203,1356163,6419524,3003,0.885,2376191653,8038642978
"942",2022-07-30,577073245,576042,6420599,1075,0.875,2401782189,8038642978
"943",2022-07-31,577618640,545395,6421521,922,0.86,2185197163,8038642978
"944",2022-08-01,578528045,909405,6424010,2489,0.85,2425932655,8038642978
"945",2022-08-02,579703646,1175601,6426920,2916,0.85,2625464346,8038642978
"946",2022-08-03,580846127,1142481,6430092,3172,0.84,1496755064,8038642978
"947",2022-08-04,582284968,1045775,6433197,3105,0.84,2460365126,8038642978
"948",2022-08-05,583175981,891013,6436148,2951,0.835,2570456756,8038642978
"949",2022-08-06,584354138,1024063,6437847,1699,0.84,2437977744,8038642978
"950",2022-08-07,584851934,497796,6438787,940,0.84,2335451787,8038642978
"951",2022-08-08,585697729,845795,6441124,2337,0.835,2443106667,8038642978
"952",2022-08-09,586732051,1034322,6444722,3598,0.84,3982596312,8038642978
"953",2022-08-10,587746114,1014063,6447391,2669,0.84,2610701990,8038642978
"954",2022-08-11,588741273,995159,6450585,3194,0.83,2352366059,8038642978
"955",2022-08-12,589490148,748875,6453411,2826,0.83,2517077695,8038642978
"956",2022-08-13,590126563,636415,6454853,1442,0.82,2158845836,8038642978
"957",2022-08-14,590587235,460675,6455846,993,0.82,2667978691,8038642978
"958",2022-08-15,591460850,873615,6458251,2405,0.82,2479331859,8038642978
"959",2022-08-16,592547906,1087056,6461730,3479,0.82,2332868840,8038642978
"960",2022-08-17,593529715,981809,6464994,3264,0.81,2707133748,8038642978
"961",2022-08-18,594462387,932672,6467926,2932,0.81,2546111611,8038642978
"962",2022-08-19,595253511,791124,6470618,2692,0.81,2803671076,8038642978
"963",2022-08-20,595827777,574266,6471779,1161,0.8,2492173409,8038642978
"964",2022-08-21,596312272,484495,6473498,1719,0.79,2673936072,8038642978
"965",2022-08-22,597047539,735267,6474949,1639,0.79,2646797101,8038642978
"966",2022-08-23,597929274,882199,6477878,2930,0.78,2509021712,8038642978
"967",2022-08-24,598760953,831740,6480922,3044,0.78,2625066992,8038642978
"968",2022-08-25,599663165,902212,6483934,3012,0.78,2533142793,8038642978
"969",2022-08-26,600361209,698044,6486506,2572,0.77,2661466646,8038642978
"970",2022-08-27,600813777,452568,6487683,1177,0.77,2447378909,8038642978
"971",2022-08-28,601219930,406153,6488704,1021,0.77,2856914819,8038642978
"972",2022-08-29,601818443,598513,6490742,2038,0.78,2626635250,8038642978
"973",2022-08-30,602512090,693647,6493113,2393,0.78,2789380764,8038642931
"974",2022-08-31,603304849,792759,6496605,3492,0.78,2646385697,8038642931
"975",2022-09-01,603978949,674100,6499177,2572,0.77,2651259880,8038642931
"976",2022-09-02,604631887,652938,6501894,2717,0.77,2733537790,8038642931
"977",2022-09-03,605008468,376581,6502938,1044,0.77,2471873434,8038642931
"978",2022-09-04,605378795,370327,6504049,1111,0.77,2846684918,8038642931
"979",2022-09-05,605856872,478077,6505473,1424,0.77,2356583370,8032212154
"980",2022-09-06,606527752,670880,6507809,2336,0.76,2358960492,8032212154
"981",2022-09-07,607139543,611791,6510004,2204,0.74,3837520615,8032212154
"982",2022-09-08,607717336,577793,6512220,2216,0.73,2668595403,8032212154
"983",2022-09-09,608237188,519852,6514518,2300,0.74,2677735330,8032212154
"984",2022-09-10,608550378,313190,6515416,898,0.74,2464902022,8032212154
"985",2022-09-11,608864611,314233,6516200,784,0.75,2677600524,8032212154
"986",2022-09-12,609374488,510018,6517740,1541,0.75,2538851545,8032212154
"987",2022-09-13,609919385,544897,6519731,1992,0.74,2460919281,8032212154
"988",2022-09-14,610612973,706522,6522213,2538,0.74,2616506649,8032212154
"989",2022-09-15,611216232,603259,6524645,2432,0.74,2557229292,8032212154
"990",2022-09-16,611669712,453480,6526650,2005,0.74,2647062369,8032212154
"991",2022-09-17,611964774,295062,6527473,823,0.73,2515529002,8032212154
"992",2022-09-18,612219321,254547,6528057,584,0.72,2715886813,8032212154
"993",2022-09-19,612659903,440582,6529504,1447,0.72,2551116727,8032212154
"994",2022-09-20,613210020,550253,6531266,1762,0.72,2672067738,8032212154
"995",2022-09-21,613728428,518408,6533365,2099,0.7,2563337878,8032212154
"996",2022-09-22,614341809,613381,6535520,2155,0.72,2505225232,8032212154
"997",2022-09-23,614855729,513920,6537372,1852,0.72,2483147555,8032212154
"998",2022-09-24,615120861,265132,6538176,804,0.72,2529149907,8032212154
"999",2022-09-25,615343751,222890,6538683,507,0.73,2669555744,8032212154
"1000",2022-09-26,615808791,465066,6540089,1406,0.71,2633016358,8032212154
"1001",2022-09-27,616414823,606032,6541704,1615,0.72,2309257318,8032212154
"1002",2022-09-28,616947918,533095,6544033,2329,0.7,2640274173,8032212154
"1003",2022-09-29,617609393,661475,6546331,2299,0.7,2540617678,8032212154
"1004",2022-09-30,618059247,449854,6547777,1446,0.69,2394328445,8032212154
"1005",2022-10-01,618300157,240910,6548445,668,0.69,2138339922,8032212154
"1006",2022-10-02,618500747,200698,6549007,562,0.7,2113735031,8032212154
"1007",2022-10-03,618820414,319667,6550371,1364,0.71,2097602581,8032212154
"1008",2022-10-04,619480118,659704,6551983,1612,0.71,2342284014,8032212154
"1009",2022-10-05,620061581,581463,6554176,2197,0.7,2458394039,8032212154
"1010",2022-10-06,620743586,682005,6556163,1987,0.69,2275666403,8032210202
"1011",2022-10-07,621266206,522620,6557969,1806,0.7,2520544150,8032210202
"1012",2022-10-08,621485102,218896,6558677,708,0.71,2345297457,8032210202
"1013",2022-10-09,621703931,218829,6559307,630,0.7,2487955483,8032210202
"1014",2022-10-10,622207700,503769,6560677,1370,0.72,2283710402,8032210202
"1015",2022-10-11,622861966,654425,6562598,1921,0.72,2443229828,8032210202
"1016",2022-10-12,623420445,558479,6564477,1879,0.72,2200476528,8032210202
"1017",2022-10-13,624052056,631611,6566640,2163,0.73,1637436138,8032210202
"1018",2022-10-14,624506700,454644,6568274,1634,0.72,2463428365,8032210202
"1019",2022-10-15,624724689,217989,6569049,775,0.74,2331305889,8032210202
"1020",2022-10-16,624916726,192037,6569594,545,0.72,2559934175,8032210202
"1021",2022-10-17,625451598,534872,6571401,1807,0.69,2452882904,8032210202
"1022",2022-10-18,626060189,609212,6573282,1881,0.69,2383999092,8032210202
"1023",2022-10-19,626574522,515187,6575546,2265,0.67,2388284886,8032210202
"1024",2022-10-20,627145115,570617,6577652,2107,0.66,2559057576,8032210202
"1025",2022-10-21,627557872,412757,6579676,2024,0.66,2406447885,8032210202
"1026",2022-10-22,627740105,182233,6580290,614,0.66,2313915654,8032210202
"1027",2022-10-23,627900779,160674,6580880,590,0.69,2429088110,8032210202
"1028",2022-10-24,628327464,427306,6582264,1469,0.68,2495190527,8032210202
"1029",2022-10-25,628901491,574027,6584410,2146,0.69,2240207190,8032210202
"1030",2022-10-26,629352366,450875,6586903,2493,0.69,2368251282,8032210202
"1031",2022-10-27,629805567,460086,6588972,2069,0.67,2506105597,8032210202
"1032",2022-10-28,630155127,349560,6590436,1467,0.66,2313172637,8032210202
"1033",2022-10-29,630354108,198981,6591100,664,0.65,2118981224,8032210202
"1034",2022-10-30,630521275,167167,6591697,597,0.65,2294057140,8032210202
"1035",2022-10-31,630822182,301018,6592899,1202,0.63,1555846835,8032210202
"1036",2022-11-01,631205003,382821,6595667,2768,0.63,2557196241,8032210202
"1037",2022-11-02,631601720,396717,6597455,1789,0.65,2201006957,8032210202
"1038",2022-11-03,632072957,471237,6599699,2244,0.66,2322604421,8032210202
"1039",2022-11-04,632499053,426096,6601655,1956,0.64,3681882907,8032210202
"1040",2022-11-05,632700178,201125,6602264,609,0.65,2098117824,8032166010
"1041",2022-11-06,632886616,186438,6602805,541,0.675,2313001849,8032166010
"1042",2022-11-07,633213045,327895,6603988,1201,0.68,2104971216,8032166010
"1043",2022-11-08,633650309,437264,6605232,1244,0.67,2178523933,8032166010
"1044",2022-11-09,634074900,424591,6607344,2112,0.68,2455946077,8032166010
"1045",2022-11-10,634529932,455058,6609408,2064,0.675,2196349823,8032166010
"1046",2022-11-11,635012693,482761,6611066,1658,0.67,2321350988,8032166010
"1047",2022-11-12,635254980,242287,6611498,510,0.665,2065335822,8032166010
"1048",2022-11-13,635438232,183252,6611991,493,0.66,2197170147,8032166010
"1049",2022-11-14,635803117,366186,6613341,1350,0.66,2364180871,8032166010
"1050",2022-11-15,636297896,494779,6614379,1463,0.665,2204073847,8032166010
"1051",2022-11-16,636778389,480493,6616654,2275,0.635,2218228145,8032166010
"1052",2022-11-17,637251475,473654,6618653,2001,0.665,2315887979,8032166010
"1053",2022-11-18,637879235,627760,6620941,2291,0.665,2403123014,8032166010
"1054",2022-11-19,638126227,246992,6621369,428,0.655,2240948238,8032166010
"1055",2022-11-20,638348322,222095,6621885,516,0.615,2652697687,8032166010
"1056",2022-11-21,638705719,357397,6622945,1060,0.615,2294247743,8032166010
"1057",2022-11-22,639270976,565257,6624560,1826,0.615,2372641238,8032166010
"1058",2022-11-23,639865797,595088,6626673,2113,0.605,2409830602,8032166010
"1059",2022-11-24,640277711,411914,6628066,1393,0.575,2259405401,8032166010
"1060",2022-11-25,640969802,692091,6630043,1977,0.595,2235505992,8032166010
"1061",2022-11-26,641239844,270042,6630497,454,0.615,2379084306,8032166010
"1062",2022-11-27,641501766,261922,6631018,521,0.595,2544331603,8032166010
"1063",2022-11-28,641926761,425018,6632173,1155,0.595,3408665149,8032055214
"1064",2022-11-29,642651699,724938,6633673,1501,0.58,2307612587,8026589214
"1065",2022-11-30,643176841,525142,6635251,1609,0.57,2181791742,8023419214
"1066",2022-12-01,643903205,726364,6637528,2277,0.57,2027609488,7966869214
"1067",2022-12-02,644635342,732493,6639700,2172,NA,1875288949,7964973214
"1068",2022-12-03,644934013,298671,6640245,545,NA,1951149446,7964973214
"1069",2022-12-04,645190077,256069,6640822,577,NA,2314855920,7964973214
"1070",2022-12-05,645707948,517871,6642236,1414,NA,1966739985,7964590378
"1071",2022-12-06,646278966,582710,6644628,2392,NA,1566070681,7964907992
